N,P,K,temperature,humidity,ph,rainfall,soil_moisture,crop,latitude,longitude
21.64223549103491,24.658366688075837,86.99139951533463,26.48030318055214,58.681816938083955,7.076342073972803,98.84106836201406,58.468394578228654,sunflower,23.835097948969732,87.40535783217926
37.23705789444759,13.813420188476544,114.6072324267609,26.930894746349534,76.84104976325554,6.67776394208952,135.97390257266878,70.28468876827223,rice,23.751175361675763,83.51367189851199
26.69675428170384,24.826314520515282,118.71353978780601,26.965137176535126,82.19199350886254,6.920872866075788,198.88008510582966,75.06756370517883,rice,22.92978642501748,83.68410329681387
32.41259479809832,25.45814072864455,108.5730654293999,19.61716143813119,68.41989042193151,7.041893140879928,86.44905308279081,57.2338180757469,wheat,22.541472039500327,87.01252615778684
31.684877816339217,22.021858648695684,105.32991265668859,24.60110225388647,80.92283134305404,6.243236974309298,175.0721917142189,68.69654677207492,rice,22.436327726308605,87.06787066130133
28.37870126144329,15.621674407415462,108.85052421383735,24.709620270056444,71.809538066509,6.191168152049089,136.5066974724634,67.28539722096151,rice,23.412985629248457,86.47581621169509
36.86966071469,23.013670095282837,140.25596043773325,23.501327346850367,64.33725501681226,6.737938101871021,61.99440585596657,52.998185064942795,potato,23.542808324595754,85.94864536716263
37.150897038028766,14.216813607934789,103.25257964926398,31.591084298026665,84.4844804961184,6.712596022174692,144.36910153386964,61.953442280127675,rice,24.100085500746196,85.32470147120216
25.543348424511198,12.847659686386397,123.19656884061664,31.27376164689248,78.08052696929072,6.246718762051435,128.43789599653044,73.13560209448588,rice,24.62399201028086,85.04993203453479
19.10931705011062,12.557408535874417,104.39251046192467,27.40803816073173,65.8021086307782,6.580580812286514,55.88653004379781,50.95954470991688,moong,21.841086102128596,87.48980081755705
22.68883417861685,27.00005222645522,102.10828302874181,18.965536819899633,52.634300571581875,7.2979436383633685,57.863660408985766,46.195757184181986,wheat,22.60217302145726,87.30850455727793
21.362046992102222,17.87221209205151,105.19009609177374,15.492209145407616,53.46621279311744,7.3460785761955725,43.966703005377425,39.41302119243497,gram,22.02487611393294,87.25191408517583
34.29825274072792,21.372762643021304,135.3919256941767,25.070596467387183,62.818805712229846,5.907760337133223,111.76936870827552,52.65597528872776,maize,24.622957597024367,86.33374953574754
16.77327933436633,10.000307188453824,145.60685229403026,26.635750287820674,60.0896266323652,6.02579493957905,92.41796440568999,61.27876838564954,arhar,25.139000255835835,85.90242677282113
42.881984073582686,14.98940987658412,110.65523520125416,24.24907266307609,79.77500238063827,6.0527895155856415,189.14865998717096,69.46419813383115,rice,25.179135026075944,84.15341737223436
36.34032521973336,21.599839720267244,143.9257780650674,27.233122573208263,74.90549742344858,6.501390078345377,184.62767535530068,75.24570269553232,rice,24.53169186566281,85.30368324813949
40.12326657790492,16.518429815106767,133.2455862243609,30.363599686317833,83.90766729219179,5.8519631227831805,151.94527326474466,63.04832026660835,rice,25.271437308201826,87.56420445245176
17.194530075199335,20.53942882141853,80.52915251621175,30.117804565694808,71.54163869132336,7.434795517492783,86.36808544825948,61.3924973909529,moong,24.875127128712958,84.21641055485055
29.94206468020293,14.07408084147145,143.5891783296101,25.753711898864353,84.63797883728697,6.00534368765666,134.56943325509593,75.79397014284959,rice,24.00308954690333,85.59170029568445
44.69682397924669,22.905675123797145,106.23313406016334,31.36673506093898,83.04844543093192,6.278257085689108,167.30203485959436,67.9800540774026,rice,21.70809422752372,84.84190731157115
23.104183397811315,10.792802846311918,138.29252801566233,33.80424109048161,62.926252509964414,6.592651603799601,68.6081674210812,43.78613804838393,arhar,23.14453164049891,86.04012719114304
19.616563579397237,16.13637902989384,154.89676467218686,32.52901746393769,66.66260438199167,7.460443435514499,81.88934821246792,56.02413820246895,arhar,23.27149004628472,84.17370622770478
24.73148079239079,19.545659288588105,117.57161571849817,28.206410463244598,67.03613467890895,7.163473294842373,84.08770674534259,48.452110234156535,arhar,21.98193128569159,85.10201527258648
37.011886667212345,18.703832560054472,145.96959866072086,27.97570786324664,84.88237022234969,6.777137436617643,136.68084114858686,78.61190429287832,rice,21.94219231196481,87.06026865905949
28.264245293915195,19.95421512925456,71.50044797535037,17.382201018684754,55.666470957192104,6.608467889170856,36.76647575369681,54.549131263676855,mustard,24.74260530933303,85.59233193015349
25.822485591904933,25.111954433040943,90.39619916971331,18.451922084942105,68.34971686263981,6.4357567585071305,73.49941340789684,57.80282274792029,wheat,24.189341131016604,83.58613484035763
24.12578820778407,15.201378489492898,76.15134822052865,23.861712940559933,56.87777843280523,6.846885958400195,58.20595213031016,48.58133208991275,gram,25.04061353260273,87.88596732009368
27.78712148145648,22.85409307839089,149.22010903517761,28.205521458421487,72.57518928772456,5.908460989779053,121.47125412379734,78.28597613120998,rice,21.947454114982538,85.95197578736557
22.67912628609048,11.54064562355094,96.2328306930957,28.984583757684497,63.54248526965128,6.865342304925519,71.43670075299966,40.32202737074617,ragi,21.64822439889871,85.3956071971545
29.784374728879094,27.684065444848603,107.69971306676901,19.29931077390148,63.45933244788865,6.413071761383128,65.31567493891063,55.779703198415866,wheat,23.196394162326012,86.97254956638443
28.496772545208252,18.533358994024752,119.93315138861566,25.17099193729799,75.51301633437298,5.602258464078241,122.06495255595895,62.70332578309645,rice,25.159837424038862,85.82783586511708
22.958291271930563,12.458866198598077,98.343341830713,31.51434558472451,53.479274118066776,6.222432117951623,71.8651078269012,36.41393216368732,bajra,22.873852713499236,85.76007754489349
33.07382085688409,23.589108493230334,103.85062621629893,29.213075122129755,68.74786206415646,6.629976252711354,91.2954796526206,46.03978703955415,maize,21.620626308417357,85.2473416631047
41.53938366016035,30.061475381645536,169.27556522237074,28.201895491442418,81.31951322450047,7.33883933676527,211.39843273636018,69.86359960528452,sugarcane,23.592168411257184,84.1854684929248
31.32312209953501,18.5940525129491,102.0786429525196,25.18674560769671,84.7994518443827,6.947678044654069,120.39519847475277,79.03623570846477,rice,23.928655763698902,87.2924241547921
17.151497070627524,19.066041289942177,101.41391072246627,31.35323346708321,62.947304504343165,6.711745862052419,51.659893020396254,51.441350703914594,moong,23.627029713067966,87.24650060438772
15.47399366073304,12.527439521622174,113.36656432833766,26.179724836280617,60.67727046618438,6.937899887142912,83.75973887768099,50.24816752978604,moong,23.102507946598482,83.48364364979325
32.46618632559506,15.519680750866199,132.19997716195078,27.269873368784772,70.38079533490517,5.734228896049285,177.2777783077918,73.17847883820303,rice,21.602964771513236,84.32107194489157
31.473584728084873,17.530673702013416,125.38051893422275,25.93927785932064,71.72255237108806,6.415930063662449,143.09044425922048,71.62476442845224,rice,22.08657831804197,85.51324446853216
28.859567509919565,24.915213813709805,83.13823265268496,20.44496959103865,64.18641656945219,6.25098195600159,89.03158587127785,51.675455610282235,wheat,25.11844278565086,83.4951425717517
38.9632342803949,18.969252762473566,115.47638081431639,30.51036015765559,80.2709675883082,5.743925409017337,192.8741747595074,76.45074485846338,rice,25.10923967050931,86.63830973858646
15.494368995392577,16.986445768974058,79.87428110382932,18.064154493510365,58.32700680129783,6.881987444195749,49.92749115346514,47.30841559641671,gram,21.80998471732319,83.70382589046753
28.467471905895096,23.65795052014353,104.01168728308211,28.196091116562037,76.15595240484492,6.973567925362909,128.9631121734442,67.95711198091483,rice,25.183987646446404,87.28133277911232
38.91236292993614,12.041837426855622,130.97946687299202,26.843944083530857,81.91295996915626,5.6394859597346985,167.05618135587125,69.61945779772248,rice,23.940836998439863,83.59832653462165
29.75088261748655,16.85227329118142,111.36348136315758,24.58556739014755,79.05172890072066,6.5023191978325245,169.55922768076917,69.26988087601144,rice,22.943185964681074,87.2713347880304
16.43617784685037,19.441834068783663,97.02347094269754,20.088940700698803,62.921685290319864,7.299053512568635,35.346874342190375,50.56092612966398,gram,23.25078768091836,87.84866648999686
38.878389090127556,15.328699931625135,105.05230389171565,25.026312426301303,60.842641160211585,6.487534021136431,125.62663773150564,47.10786436215611,maize,24.404874766686916,85.18448684552956
34.08754669119922,22.976642075615008,104.90412903921222,27.905929096174226,72.25072997040976,5.98701389033509,178.98856619102398,69.52036258737533,rice,22.928375483553925,85.11459088142216
15.644351783168363,16.321796577538716,87.5942255885534,21.439565794476135,55.71427767535212,6.081848112424049,55.98113988805508,53.04806552221349,gram,22.956218390599556,84.2951307771018
49.02889651326184,17.63237441072036,118.38636589655273,25.793144666619376,67.34436693075367,6.7026433480075465,83.7896035478571,56.05324535553496,maize,22.91425836993821,86.34366939429427
38.55128723684565,12.21564177606213,125.60465291496405,25.811966201583502,79.67759185614175,5.761549643507487,175.2750190481973,67.73470692601074,rice,25.059573957199593,83.93259634307157
21.343335472408633,16.10603598873161,71.42360923225905,24.943303026857148,53.49092523373328,6.080745787362688,41.6456365183572,35.779156926969286,gram,22.988881399545253,86.9910482084761
37.36694427588703,21.48519339605021,91.55745463966956,22.59576449275049,60.505146058116964,7.030860081641746,84.60380099311183,56.14674339146016,maize,21.648121418512297,86.36749800000604
32.038785193697194,23.58072965053951,100.50670903825666,17.934888232081217,68.63507438865634,6.595522561855788,54.35463833978857,52.34133032235603,wheat,21.932585895211087,84.88802645688779
26.49822345875787,17.53993255503131,101.38236876625234,26.954580003684,62.49344043077488,7.416489151115514,63.11352795400136,52.44164509925792,moong,24.387329902027876,84.85858801914492
23.609247991035154,13.92895108893179,111.43262137888273,29.582281100063238,55.22605073178045,7.574743916298546,78.3859693622023,41.0064500752308,arhar,23.735738439735982,85.12934830639205
44.398240922145405,13.220709305262439,133.63010591125632,27.55000175443657,83.02213381566258,5.7657246841710785,175.41007617809316,76.76230579296221,rice,25.08953403400129,86.44294093013238
23.791545485395282,24.915327758273865,78.33261560034072,18.554393373640618,60.038285448873,6.725703809790971,49.64363366824168,42.15622498671186,gram,23.75636640138512,85.94772977174438
50.90855900423426,22.001245032848107,161.4986041183991,33.15510383235623,77.45031674614735,6.6043130873518825,160.18608379511514,82.54255123797003,sugarcane,23.507119194674154,85.4494005816345
40.96838325987125,15.996949886644082,128.32575247662925,25.83713587731364,71.72939965736938,6.852445789354176,118.18012431747023,55.360161328092495,maize,22.033233169135357,86.38732437754658
23.133240860077457,20.53060756297193,94.79253023948706,15.523550201874723,65.35135257035836,6.624756647855818,91.10899434082117,57.006960022397905,wheat,22.3055774078549,86.3238260179826
14.39331720369244,9.056503454489308,102.51403886147031,29.523834192679992,62.36570042027439,7.0629241775094185,75.16386138662259,51.68916505712193,ragi,21.713612840747537,86.73859492903392
13.388409152030727,24.53402879382095,72.4090777960119,17.976502775682803,54.470993017550065,6.480601929210322,40.75003951453432,50.663228618473944,gram,21.96549187547076,86.22057063210455
31.22615398312007,19.93433918304194,135.8075337111597,26.18099200586827,76.20323652288027,5.682829140005421,134.49194796277442,73.62235707929966,rice,22.189465721243383,85.71575156486848
22.262865940956424,19.829468795547008,85.71109653919711,19.176761577934997,64.53235274630018,6.565802673686458,62.07360673811224,43.69061926608991,mustard,24.804227952896923,84.13102469003199
20.93686390428607,28.25197144479091,97.93276221477689,20.10432489004232,62.531850221864204,7.38957391009513,50.9558047214882,49.53686936635634,wheat,24.11334376123613,86.62445200541185
29.63894192231951,17.08177794677169,129.72381675930865,27.974134870873357,84.8167828032233,5.7046596288351,175.6115643238075,68.08637536208585,rice,23.127158536717335,86.60094972202761
22.536409307495646,17.314863597031156,157.9059004459717,24.865798055190446,72.7236354425869,7.86860822833498,114.98523267192397,55.88535892154775,arhar,23.89331848685189,85.15476891264558
26.171018584879583,16.34509814304879,139.24484885557337,29.661447477927325,81.8292244700861,6.275903584662414,155.21591983643924,62.94905053412568,rice,22.747132463715385,85.29648908439982
27.628768889120288,12.734745153749799,89.45892698476291,12.51657357114641,45.98588985528833,6.579431557718317,44.13892768242882,41.31266430734304,mustard,23.36587509814186,84.77537447863322
31.82132702100517,13.475155776127657,146.23468091392814,31.018714827047848,73.86912441572733,6.489976069051268,185.37777601609727,71.10401623198925,rice,23.512672197752824,84.41252053814208
